LGA_CODE_2021,C11_Neg_Ni_inc_CF_1C,C11_Neg_Ni_inc_CF_2C,C11_Neg_Ni_inc_CF_3C,C11_Neg_Ni_inc_Cou_fa_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_Tot,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_Tot,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_Tot,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_Tot,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_Tot,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_Tot,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_Tot,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_Tot,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_Tot,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_Tot,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_Tot,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_Tot,C11_4000more_CF_1C,C11_4000more_CF_2C,C11_4000more_CF_3C,C11_4000more_Cou_fa_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_Tot,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_CF_1C,C16_Neg_Ni_inc_CF_2C,C16_Neg_Ni_inc_CF_3C,C16_Neg_Ni_inc_Cou_fa_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_Tot,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_Tot,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_Tot,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_Tot,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_Tot,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_Tot,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_Tot,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_Tot,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_Tot,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_Tot,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_Tot,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_Tot,C16_4000more_CF_1C,C16_4000more_CF_2C,C16_4000more_CF_3C,C16_4000more_Cou_fa_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_Tot,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_CF_1C,C21_Neg_Ni_inc_CF_2C,C21_Neg_Ni_inc_CF_3C,C21_Neg_Ni_inc_Cou_fa_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_CF_1C,C21_1_149_CF_2C,C21_1_149_CF_3C,C21_1_149_CF_4mC,C21_1_149_Tot,C21_150_299_CF_1C,C21_150_299_CF_2C,C21_150_299_CF_3C,C21_150_299_CF_4mC,C21_150_299_Tot,C21_300_399_CF_1C,C21_300_399_CF_2C,C21_300_399_CF_3C,C21_300_399_CF_4mC,C21_300_399_Tot,C21_400_499_CF_1C,C21_400_499_CF_2C,C21_400_499_CF_3C,C21_400_499_CF_4mC,C21_400_499_Tot,C21_500_649_CF_1C,C21_500_649_CF_2C,C21_500_649_CF_3C,C21_500_649_CF_4mC,C21_500_649_Tot
LGA53780,28,20,16,0,69,23,11,4,5,40,37,18,9,16,77,21,18,5,7,50,25,32,20,17,93,76,69,38,41,224,157,120,53,44,369,248,238,90,57,630,788,836,377,142,2148,805,944,372,129,2249,783,785,243,101,1907,541,744,271,103,1652,486,632,221,57,1406,144,224,106,34,503,688,780,353,181,2002,66,71,27,15,182,4911,5545,2192,963,13605,46,36,17,12,114,11,8,5,9,30,26,19,13,9,69,22,19,4,3,54,84,49,33,27,195,88,76,33,25,219,165,113,52,35,366,231,213,90,63,601,930,884,323,157,2294,879,992,403,158,2431,939,1069,376,149,2529,612,757,226,72,1675,635,789,252,86,1758,347,525,191,63,1126,650,761,359,195,1966,56,49,18,18,135,5733,6366,2392,1079,15565,27,20,9,10,65,12,9,3,0,20,18,9,6,0,34,10,7,7,0,28,32,36,19,10,96,49,42,30,15,142
LGA53800,4,7,4,0,21,0,3,0,0,5,7,4,0,0,12,5,0,3,0,18,5,8,3,4,13,24,16,11,13,66,37,36,14,9,94,59,66,26,12,165,209,224,115,56,604,238,260,103,33,629,191,216,84,41,533,166,198,87,34,486,150,167,73,15,403,58,84,35,14,190,283,335,163,70,852,21,21,13,14,69,1457,1655,734,319,4161,7,4,3,4,17,6,0,0,0,10,5,3,3,0,14,0,4,3,0,8,18,7,0,3,31,18,14,8,0,43,31,19,15,7,69,37,32,14,8,93,171,172,69,40,446,187,245,93,32,558,201,252,114,35,606,141,191,88,33,447,176,230,88,13,504,116,175,67,7,366,279,319,135,70,802,19,13,5,3,42,1408,1677,707,255,4048,6,5,0,0,6,0,0,0,0,5,0,0,0,0,9,0,5,0,0,4,4,5,0,0,10,4,5,0,0,15
LGA53920,0,0,0,0,4,0,0,0,0,4,5,0,0,4,15,0,5,0,3,8,0,0,7,0,6,21,19,6,10,55,5,0,3,12,26,9,13,7,7,37,8,14,12,6,37,4,5,5,7,15,0,5,4,0,6,4,0,0,3,7,6,3,0,0,11,0,0,0,0,4,3,4,6,3,18,0,0,4,0,4,81,67,46,75,265,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,12,10,6,0,22,0,10,0,5,14,5,3,3,4,11,15,16,3,0,33,8,4,4,0,23,7,9,0,3,14,8,0,5,0,13,3,0,0,0,8,4,0,0,0,5,4,0,0,0,8,8,6,5,13,38,7,3,0,3,15,86,60,32,31,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,10,6,4,33,12,10,4,0,33
LGA53990,7,9,0,0,14,4,0,0,0,3,0,3,0,0,6,3,0,0,0,5,7,0,7,0,13,15,5,8,3,27,23,13,6,0,49,33,34,13,6,90,129,160,69,31,383,153,211,87,33,485,138,165,71,18,384,144,224,85,17,477,145,174,69,11,394,45,42,18,8,116,174,206,103,38,524,5,12,5,3,31,1018,1275,543,174,3009,3,4,0,0,13,0,0,0,0,4,5,4,0,0,13,3,4,0,0,8,9,7,0,4,20,4,5,7,0,20,34,11,6,0,53,42,35,12,5,91,113,122,56,9,307,159,238,88,31,512,179,237,107,41,563,106,185,68,19,377,165,176,77,16,433,83,124,53,19,283,194,263,103,47,609,8,18,3,0,34,1114,1430,586,207,3343,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,6,0,0,11,10,0,3,0,9
LGA54060,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,11,0,5,4,3,9,9,10,0,0,18,21,33,13,10,72,23,23,18,6,70,5,13,6,0,27,7,18,5,0,37,13,13,11,0,31,3,9,3,0,14,32,34,14,0,83,7,0,5,0,11,127,162,88,15,391,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,6,3,0,0,8,4,0,0,0,9,19,11,10,3,38,8,21,5,3,36,15,24,10,0,46,12,16,11,0,33,16,13,4,0,28,6,14,11,0,31,26,45,19,4,92,0,0,0,0,4,118,140,67,18,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0
LGA54130,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,3,4,3,0,9,0,0,0,0,8,0,6,3,0,12,8,12,0,0,23,6,6,6,0,18,8,4,5,0,12,0,0,0,0,4,4,0,0,0,5,3,0,0,0,3,5,13,3,3,27,0,0,0,0,0,43,55,29,6,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,5,0,3,0,0,3,10,4,8,0,23,3,9,5,3,18,3,4,4,0,12,7,0,6,0,9,3,4,0,0,5,0,0,4,0,9,6,5,4,0,17,0,0,0,0,0,36,41,23,6,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54170,29,26,10,9,69,9,10,3,4,26,25,19,3,0,48,14,13,8,0,36,15,16,0,0,39,59,40,19,9,127,103,82,26,12,222,185,169,46,29,429,736,808,274,77,1891,1009,1324,422,123,2878,1020,1343,396,80,2845,1101,1938,674,150,3862,1254,1955,638,106,3959,619,905,330,77,1941,1166,1592,698,192,3644,73,70,36,12,192,7419,10322,3601,874,22212,33,23,9,6,67,6,8,5,3,25,17,13,0,0,37,9,13,3,4,30,46,22,5,3,72,51,43,8,10,106,86,54,17,7,166,144,104,33,13,290,638,550,187,50,1426,798,1010,321,75,2200,1037,1440,481,99,3066,936,1402,433,92,2849,1292,1997,649,119,4059,1196,2249,786,174,4396,1096,1476,575,136,3281,55,86,25,5,176,7441,10477,3536,792,22241,18,16,4,0,44,8,0,0,0,12,10,3,5,0,19,10,7,0,0,21,25,21,0,0,46,21,16,0,0,40
LGA54200,10,6,0,0,19,8,3,6,3,17,6,3,4,0,12,3,3,0,0,14,6,6,0,0,15,19,18,4,0,39,43,34,13,4,93,75,61,34,14,188,300,322,138,49,812,327,427,179,64,991,344,418,131,35,920,308,477,179,64,1025,344,414,151,43,955,151,193,93,25,466,399,483,202,81,1164,29,32,6,3,72,2359,2919,1133,395,6810,9,10,5,0,30,0,6,0,0,7,3,5,0,0,12,4,3,0,0,9,18,13,6,0,34,21,22,6,0,41,26,26,13,5,71,60,70,19,10,161,290,283,111,46,719,344,445,162,58,1012,396,487,187,67,1135,325,402,159,26,915,375,511,165,50,1090,284,418,171,44,919,357,462,195,68,1086,25,18,12,6,54,2532,3181,1200,377,7291,10,7,0,0,14,4,4,0,0,7,7,0,0,0,9,9,7,3,0,8,0,9,6,0,12,10,4,3,0,20
LGA54280,0,8,0,0,5,3,0,0,0,3,10,6,0,0,11,0,4,0,5,5,0,4,4,0,13,5,10,0,3,25,9,13,9,0,36,14,19,8,0,45,114,111,43,10,278,159,217,93,39,508,143,144,66,29,387,227,303,143,46,717,249,248,124,39,658,78,111,68,11,276,187,197,115,53,544,22,18,10,4,63,1233,1411,684,249,3579,0,3,0,0,10,0,0,0,0,3,4,4,0,0,7,0,5,0,0,3,3,5,0,5,11,4,10,0,3,15,14,12,11,6,40,18,7,10,7,42,91,68,41,18,217,142,163,50,31,388,182,243,120,40,587,172,193,91,27,484,246,271,126,42,688,189,246,103,34,576,181,200,80,40,504,19,10,5,0,40,1265,1442,647,252,3604,3,3,0,0,7,0,5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,8
LGA54310,0,0,0,0,4,5,0,0,0,4,4,0,4,0,7,5,0,0,0,7,0,0,0,3,5,0,0,3,0,7,3,5,0,5,7,4,4,5,0,20,27,21,11,8,62,52,72,26,6,151,43,66,22,10,134,155,277,126,28,594,185,252,72,18,531,158,181,48,17,408,96,130,37,23,291,8,19,3,0,29,735,1042,367,130,2272,0,3,0,0,10,0,0,0,0,3,4,3,0,0,9,3,0,0,0,6,5,6,0,4,14,8,3,5,5,15,14,6,3,3,22,13,13,0,3,38,29,27,13,5,76,59,71,25,8,165,134,180,74,12,400,90,103,52,18,269,168,228,118,38,555,232,323,120,29,704,99,135,63,28,322,14,8,9,6,44,878,1117,496,160,2648,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,6,0,0,3
LGA54340,8,0,0,0,5,0,0,0,0,0,0,5,0,0,9,0,0,5,0,4,3,0,0,3,10,0,11,5,0,19,9,9,8,3,22,12,9,4,3,35,44,33,26,8,113,16,22,22,4,64,20,15,10,4,48,0,9,3,0,15,10,16,0,5,30,5,0,5,0,11,25,30,14,13,84,0,0,0,0,3,157,165,101,46,467,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,4,4,0,0,11,8,6,6,0,16,5,5,0,4,19,25,17,13,6,61,25,24,7,6,67,16,15,12,0,46,5,13,12,0,31,11,7,4,0,25,7,13,0,6,22,26,23,10,7,68,4,0,0,0,4,139,133,63,40,378,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,3,3,0,8,5,10,4,0,19,7,13,4,0,32,4,6,8,3,11,3,5,3,0,11,4,3,0,0,3,0,0,0,0,0,0,3,0,0,4,10,11,5,8,26,0,0,0,0,3,39,50,27,11,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,3,4,3,0,0,10,11,3,5,5,23,5,4,3,3,18,4,7,0,0,12,0,3,0,0,3,0,0,0,0,0,3,4,0,0,13,5,9,8,0,22,0,0,0,0,6,43,39,21,9,114,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,4,0,0,9,5,8,3,0,12,0,0,3,0,7,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,7,0,20,0,0,0,0,0,18,31,22,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,4,3,0,0,11,3,4,0,0,8,3,3,0,0,9,0,3,3,0,4,0,4,0,0,4,3,0,0,0,9,4,6,3,0,18,0,0,0,0,0,26,32,15,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,0,0,0,0,3,4,7,0,0,8,0,4,0,0,10,10,7,3,0,21,28,17,8,0,59,12,10,6,0,15,3,4,0,5,15,5,5,0,0,18,3,4,4,3,14,0,5,0,0,9,14,14,3,3,33,0,0,0,0,4,85,94,33,16,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,3,3,3,0,0,11,7,8,8,0,27,11,20,14,0,38,8,10,3,3,27,3,13,4,0,16,8,8,3,0,16,9,17,0,0,21,9,19,8,7,35,3,4,0,0,6,64,91,40,9,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,3,0,3,9,3,4,4,0,11,0,4,3,0,10,3,8,6,0,18,4,6,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,9,4,0,19,0,0,0,0,3,30,43,17,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,4,8,0,0,0,11,0,6,3,0,12,11,0,6,0,19,5,3,0,3,7,4,0,0,0,4,6,0,0,0,5,5,8,4,0,19,0,0,0,0,3,46,29,14,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,4,0,3,0,6,4,0,0,0,14,3,0,0,0,6,0,5,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,13,22,7,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,3,0,0,5,0,3,0,0,6,0,0,0,0,4,8,4,4,0,10,0,0,0,0,0,15,12,9,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,5,0,0,4,4,8,0,0,10,6,5,3,3,23,5,7,8,0,14,0,0,0,0,7,3,3,0,0,5,0,0,0,3,8,0,0,0,0,0,10,12,5,0,19,0,0,0,0,3,41,36,19,5,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,7,4,5,0,20,0,5,6,0,5,4,6,0,0,11,0,3,5,0,6,0,0,0,0,7,0,0,0,0,4,7,12,0,0,19,0,0,0,0,0,27,34,19,4,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,8,4,3,0,19,0,0,0,0,4,0,10,0,0,19,4,4,0,0,7,8,0,4,4,16,28,19,5,7,53,49,33,13,10,99,75,43,21,10,158,226,248,106,52,637,218,232,99,49,594,181,167,62,27,436,131,149,63,26,372,96,111,49,8,270,27,36,13,4,80,196,205,128,54,593,18,13,11,6,46,1271,1285,573,267,3395,4,5,5,6,16,4,0,0,0,10,3,4,4,4,12,0,0,0,0,3,10,15,5,5,38,19,27,9,9,58,47,23,10,10,87,89,60,16,23,182,309,265,114,47,738,313,329,116,61,812,307,333,103,40,785,212,214,71,21,520,199,184,74,21,475,79,112,39,21,250,204,266,113,47,631,26,17,7,4,50,1832,1856,681,300,4668,4,7,0,0,15,3,0,0,0,3,4,4,0,0,8,4,0,0,0,9,4,8,0,0,10,11,12,3,3,26
LGA54900,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,4,0,0,0,6,4,7,5,0,19,14,14,9,5,41,5,14,3,0,25,4,7,0,0,11,6,3,3,0,8,0,4,0,0,7,0,0,0,0,3,8,8,10,0,32,0,0,0,0,0,52,61,34,11,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,7,6,5,0,0,10,0,7,5,0,12,3,11,5,0,17,9,7,7,0,16,3,11,3,0,13,3,6,3,0,12,5,6,0,0,13,17,6,4,4,32,0,0,0,0,0,59,53,23,6,138,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,3,15,0,4,3,4,10,0,3,0,0,3,4,3,0,0,7,0,3,0,0,9,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,18,16,6,13,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,5,0,0,3,0,3,0,3,0,0,3,0,5,0,0,9,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,0,0,0,0,0,4,19,7,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA55040,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,10,5,6,17,4,14,3,0,22,12,16,3,0,39,6,8,4,4,20,3,0,0,0,7,4,9,0,9,23,0,6,0,0,9,33,71,21,20,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,11,5,4,4,0,17,5,4,0,4,13,0,0,0,0,5,7,4,0,0,15,0,4,0,0,5,3,3,0,0,17,0,0,0,0,0,34,27,16,11,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55110,10,10,0,0,25,3,8,0,0,12,7,3,5,0,19,11,13,0,0,24,20,12,10,4,45,48,31,21,9,113,78,46,28,17,169,110,100,33,15,260,333,391,152,58,935,353,477,169,49,1051,289,347,119,47,810,317,454,186,48,1005,304,352,91,30,779,86,109,52,18,257,531,570,226,90,1418,35,43,9,3,91,2530,2973,1108,399,7005,24,7,6,3,40,10,7,0,0,17,8,5,3,0,18,8,9,0,0,21,40,21,17,4,75,37,24,11,3,78,77,45,11,6,137,132,72,30,25,263,432,345,131,49,961,380,453,142,59,1037,427,481,214,70,1187,294,418,141,40,891,355,431,152,43,987,259,434,144,47,883,570,650,259,118,1595,27,33,6,3,64,3091,3422,1277,466,8261,14,13,3,0,30,5,0,0,0,5,6,4,0,0,3,6,6,0,0,14,15,5,3,0,22,36,22,7,3,61
LGA55180,0,4,0,0,0,4,0,0,0,3,3,0,0,0,3,8,0,5,0,11,5,7,3,0,16,10,8,7,3,37,19,18,10,5,48,34,33,11,6,80,69,76,56,17,220,37,81,40,10,164,44,42,19,5,106,18,32,19,3,71,18,23,8,6,51,5,9,0,0,19,55,59,28,20,154,5,3,0,0,4,335,385,194,78,995,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,3,0,0,0,3,4,3,0,0,9,12,3,0,0,16,13,8,6,0,27,17,16,11,9,53,54,56,22,16,149,54,53,30,8,148,31,54,30,12,120,34,35,13,4,90,20,35,7,3,73,21,10,8,0,40,55,57,25,16,151,7,4,7,0,13,316,347,157,79,891,5,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,4,4,0,0,8
LGA55250,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,10,0,0,0,0,4,0,3,0,3,6,9,0,0,0,14,3,0,0,0,6,0,0,0,0,7,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,3,5,0,0,10,28,18,12,14,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,3,0,4,0,5,0,4,8,0,4,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,12,15,8,7,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55320,21,26,8,4,57,11,6,4,0,18,22,10,8,0,31,8,12,3,0,25,17,12,0,0,38,40,32,8,3,87,68,61,14,4,151,124,91,31,13,254,410,373,113,26,918,469,546,176,39,1225,456,573,163,36,1235,668,1097,397,80,2245,747,1175,404,95,2426,493,731,298,55,1577,641,865,388,110,2008,34,29,15,5,82,4218,5637,2026,476,12366,24,22,6,0,62,12,8,0,0,24,22,9,8,0,41,13,5,3,0,24,25,16,3,0,48,54,29,8,6,103,64,38,10,5,112,102,74,27,9,213,370,289,91,18,770,429,413,133,42,1023,488,686,213,45,1432,482,640,187,27,1341,710,1098,335,75,2215,987,1671,598,136,3395,642,823,305,85,1855,20,37,9,3,76,4452,5873,1948,455,12724,19,15,3,0,41,5,5,4,0,11,10,3,0,0,15,7,13,0,0,22,22,15,4,0,42,24,13,0,0,39
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,11,9,7,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,3,5,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,5,0,4,8,6,3,5,3,15,6,3,9,0,25,20,28,8,3,53,17,24,15,3,52,21,13,9,7,46,13,12,6,0,31,9,17,7,0,29,4,0,0,0,3,23,16,11,9,58,0,3,4,0,7,123,129,73,27,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,5,3,7,4,0,12,8,5,0,0,6,21,18,8,0,43,21,17,9,0,46,16,13,11,4,50,7,12,12,4,36,7,14,8,0,30,9,9,3,3,25,9,12,13,3,43,0,0,0,3,6,111,107,69,28,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
