SED_CODE_2021,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
SED51104,15,48,36,33,48,12,13,207,0,14,17,13,6,0,0,52,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,9,24,65,53,45,54,17,9,268,0,3,8,8,0,0,0,23,0,3,0,0,0,0,0,3,0,5,8,8,0,0,0,25,25,74,60,50,58,19,9,291,10,20,19,11,13,0,0,73,0,0,0,0,4,0,0,4,32,97,80,62,77,18,14,373,75,182,152,95,150,39,35,721,176,294,199,123,140,35,16,979,22,9,7,8,10,7,0,65,12,12,3,4,0,0,0,33,282,492,366,226,306,70,54,1799,15,28,15,17,15,3,3,96,38,48,21,11,6,0,0,125,56,73,42,29,26,5,4,225,332,571,404,256,325,80,58,2026,356,307,149,113,100,14,7,1047,6,10,0,4,0,0,0,22,699,884,561,372,426,89,65,3093,89,229,190,128,199,55,44,929
SED51205,21,19,27,18,32,9,3,133,3,10,9,8,10,6,0,44,0,0,0,0,3,0,0,4,0,0,3,0,0,0,3,12,27,25,40,25,43,20,9,187,0,3,0,4,0,0,0,11,4,0,6,0,0,0,0,7,3,4,7,4,6,0,0,15,28,34,40,28,46,20,9,205,13,18,10,11,12,4,0,67,0,0,0,0,0,0,0,3,39,48,52,40,59,24,13,284,43,72,68,61,71,44,23,385,59,109,73,60,81,25,23,428,17,21,0,7,3,3,0,48,0,0,0,0,3,0,0,13,121,204,143,130,161,70,46,871,8,12,10,11,10,4,5,51,3,13,8,8,10,0,0,54,14,26,18,11,19,7,3,105,131,223,163,141,185,72,51,973,177,156,84,46,64,25,10,570,9,10,9,0,0,0,0,28,317,394,255,195,247,103,62,1577,63,88,94,86,102,57,30,518
SED51304,3,28,32,41,46,17,17,183,4,3,4,8,0,7,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,38,42,52,26,19,215,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,27,38,42,52,26,19,216,0,11,8,3,6,0,0,25,0,0,0,0,0,0,0,4,16,40,44,44,58,24,19,242,24,66,59,54,82,35,20,340,38,78,97,40,55,16,17,347,5,0,0,0,6,3,4,17,0,9,0,0,0,0,0,10,64,149,163,97,139,61,40,712,0,0,3,0,3,0,0,10,7,4,5,0,7,0,0,21,7,4,5,0,6,0,0,32,69,157,166,101,149,58,42,739,31,30,16,24,17,6,3,127,0,0,5,0,0,0,0,4,103,186,185,126,165,65,41,869,28,90,95,95,130,55,30,526
SED51401,6,20,16,8,13,0,0,70,0,7,3,3,11,0,0,21,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,25,19,14,22,0,0,95,0,0,0,0,0,0,0,3,0,6,4,0,0,0,0,5,0,4,4,0,0,0,0,15,11,35,24,16,25,0,0,107,17,17,16,9,10,0,0,62,0,0,0,3,0,0,0,5,31,46,33,32,33,0,0,174,25,64,54,43,56,4,0,236,42,69,92,40,59,0,0,301,11,4,5,3,6,0,0,24,3,3,4,7,0,0,0,17,71,143,151,89,116,8,4,584,6,17,9,6,9,0,0,43,10,15,14,4,5,0,0,51,20,33,23,15,8,0,0,93,92,171,172,100,124,8,4,677,147,167,69,52,35,4,0,471,4,9,0,0,0,0,0,17,244,354,237,153,159,12,4,1162,27,83,67,54,71,10,0,308
SED51504,11,17,16,18,26,13,8,112,0,7,11,0,10,5,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,23,18,34,19,12,139,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,11,24,29,21,36,20,13,152,0,12,6,8,8,6,0,39,0,0,0,0,0,0,0,5,12,36,33,31,45,21,11,193,18,73,78,64,99,49,35,417,38,81,60,53,70,42,10,355,3,0,3,3,5,0,0,20,0,0,0,0,0,0,0,5,54,162,146,122,168,87,50,796,0,6,4,0,4,0,0,11,0,10,6,3,8,0,0,25,0,14,11,5,13,0,0,38,58,171,152,130,184,87,51,836,40,57,37,21,34,26,13,233,7,4,0,0,0,0,0,10,101,236,195,151,219,113,68,1079,24,89,94,87,123,63,45,527
SED51605,15,40,28,30,40,15,14,176,5,8,4,10,11,6,3,42,0,0,0,0,0,3,4,13,0,0,0,0,0,0,0,0,21,50,34,37,52,15,18,228,0,3,4,0,0,0,0,14,0,5,0,0,0,0,0,0,0,3,4,3,0,0,0,17,27,56,37,40,57,15,17,243,0,15,5,8,12,4,0,38,0,0,0,0,0,0,0,0,28,74,43,47,60,19,17,288,43,98,96,65,105,47,29,478,81,176,122,70,83,36,14,583,3,6,3,0,7,0,4,23,6,8,5,0,0,0,0,26,127,299,226,140,186,80,52,1107,0,9,7,5,3,0,0,24,19,11,16,10,10,0,0,66,15,19,21,11,13,0,0,87,144,315,247,151,204,81,52,1193,142,137,68,46,44,7,7,451,3,0,0,0,0,0,0,10,291,453,319,205,250,83,59,1658,59,138,128,95,139,59,37,653
SED51706,18,30,28,26,40,0,0,148,9,11,10,0,3,5,0,35,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,7,26,41,40,27,41,9,0,192,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,5,0,0,5,0,0,0,0,10,28,48,44,37,41,9,0,204,3,10,9,7,9,0,0,35,0,3,0,0,0,0,0,4,37,54,53,41,57,3,0,244,30,85,74,42,73,6,4,312,73,169,107,96,101,4,0,555,12,3,8,6,3,0,0,46,3,3,0,3,7,0,0,12,116,258,197,152,179,13,4,926,6,21,10,10,5,3,0,52,4,26,18,8,6,0,0,58,8,46,23,15,12,3,0,109,127,302,222,167,196,18,4,1035,191,195,93,59,56,4,3,603,3,0,0,0,0,0,0,9,317,502,312,228,249,20,7,1641,53,115,104,72,110,8,4,462
SED51804,3,25,28,16,22,20,9,127,0,3,3,4,3,9,5,28,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,3,25,38,22,30,28,5,159,0,0,0,3,0,4,0,16,0,0,3,0,0,0,0,3,0,0,7,3,4,4,0,23,3,31,44,21,33,30,5,180,0,5,3,4,7,3,0,21,0,0,0,0,0,0,0,0,3,33,50,29,42,40,5,199,10,58,60,60,103,47,30,373,31,76,73,59,84,52,25,397,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,6,48,143,134,124,187,101,54,790,0,0,3,6,9,0,0,23,3,10,3,3,8,0,0,23,3,11,9,3,17,5,7,49,44,148,145,124,203,103,60,832,28,38,35,30,52,27,19,235,0,3,0,0,0,0,0,10,74,197,182,161,255,131,81,1083,15,81,95,73,127,69,30,497
SED51902,22,38,28,33,42,5,7,174,0,18,0,6,8,0,0,33,0,0,5,3,0,0,0,8,3,0,0,0,0,0,0,10,22,56,38,43,50,7,7,216,0,6,3,0,6,0,0,17,0,0,0,0,0,0,0,0,0,6,3,0,6,0,0,17,27,60,42,42,49,9,7,237,8,12,9,15,3,0,5,50,0,0,0,0,0,0,0,0,32,73,49,57,55,13,13,293,53,110,103,68,80,22,7,447,86,179,100,66,87,13,3,540,17,11,8,3,0,0,0,40,8,3,0,0,3,0,0,12,160,302,206,146,176,38,14,1046,3,13,0,8,10,3,0,35,15,18,10,4,6,0,0,53,16,29,17,9,13,7,0,85,175,336,219,154,187,46,14,1132,173,132,62,37,33,3,3,452,4,0,0,0,0,0,0,4,351,467,289,196,222,49,14,1584,72,149,131,103,122,26,14,623
SED52006,14,27,26,23,33,5,4,140,4,10,9,0,5,7,0,31,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,21,38,39,27,42,9,8,188,4,12,6,3,0,0,0,20,0,0,0,0,3,0,0,5,4,11,6,7,9,0,0,28,23,43,39,32,49,9,8,210,12,21,22,15,13,4,0,77,0,0,0,0,0,0,0,0,32,65,61,46,60,14,8,290,33,68,85,73,77,26,12,359,74,192,122,87,92,25,9,602,10,9,8,3,10,3,0,44,0,3,0,3,0,0,0,12,117,274,215,166,182,50,19,1016,5,17,15,10,10,3,0,51,20,28,20,8,13,0,0,84,22,49,30,14,17,3,4,137,138,321,241,173,197,53,23,1156,174,183,89,59,53,7,6,582,0,11,6,0,5,0,0,22,315,517,338,239,256,65,28,1759,44,93,113,93,111,32,18,498
SED52102,15,41,39,28,36,9,9,172,0,6,7,4,5,0,0,23,0,0,6,4,0,0,0,9,0,0,0,0,0,0,0,0,19,46,43,28,46,10,12,208,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,19,47,43,28,47,10,12,211,6,15,11,8,10,0,3,54,0,0,0,0,0,0,0,3,32,62,61,39,57,14,12,271,37,101,94,74,101,32,27,468,70,161,122,94,72,19,3,543,3,3,13,0,3,3,0,34,8,0,0,4,0,0,0,12,116,276,233,173,181,47,32,1056,4,8,19,0,12,0,0,44,17,38,18,13,10,0,6,97,16,48,35,14,16,0,5,141,132,327,265,189,198,50,37,1195,138,151,85,42,51,11,8,497,5,4,6,0,0,0,0,16,276,484,360,233,250,64,41,1709,53,145,135,102,141,37,32,643
SED52205,13,38,28,21,32,10,6,143,4,14,21,8,13,0,0,55,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,13,51,43,28,45,15,7,206,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,19,50,43,27,45,15,7,207,8,10,6,4,5,3,5,45,3,0,0,0,0,0,0,7,33,64,51,31,53,17,8,262,25,80,61,61,59,50,24,371,64,118,76,69,83,26,14,458,10,3,4,0,8,0,0,28,0,0,0,0,3,0,0,13,99,203,144,138,153,82,45,867,5,5,3,3,7,0,0,28,10,21,16,5,7,3,4,70,14,32,15,12,12,3,5,97,117,232,168,150,171,90,48,970,120,101,65,52,56,10,12,413,4,3,0,6,0,0,0,13,247,338,230,200,226,99,54,1393,41,118,88,82,92,65,35,520
SED52301,7,32,30,25,35,0,0,123,0,12,14,5,14,0,0,49,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,4,12,42,44,32,49,0,0,182,0,3,11,5,0,0,0,15,4,10,0,0,3,0,0,16,4,12,10,4,3,0,0,36,19,57,54,37,47,0,0,214,4,9,17,9,10,0,0,53,0,4,5,4,0,0,0,7,17,77,72,46,56,3,0,278,20,92,105,78,96,11,3,406,74,136,107,60,69,0,0,458,14,12,7,10,8,0,0,47,0,4,0,0,0,0,0,9,108,246,230,143,178,10,10,923,3,10,13,9,0,0,0,35,10,20,10,5,7,0,0,62,18,28,23,13,14,0,0,90,127,275,248,160,190,10,3,1017,236,235,102,68,58,8,0,709,3,19,4,7,4,0,0,31,367,530,363,229,247,23,4,1764,33,115,135,103,130,11,3,534
SED52404,8,29,26,26,44,20,9,159,0,10,5,0,7,7,0,37,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,8,9,43,40,29,50,27,10,203,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,3,0,5,0,0,4,0,0,11,12,49,40,31,51,27,10,214,0,5,0,3,0,4,0,18,0,0,0,0,0,0,0,0,12,54,40,34,57,28,8,230,27,62,96,66,95,35,23,408,52,112,92,51,78,27,16,432,7,4,6,5,8,0,0,32,0,0,0,0,3,0,0,9,87,181,191,125,184,67,37,880,0,9,5,3,4,0,0,28,4,22,7,5,9,0,0,48,4,30,14,6,17,0,4,74,91,209,204,131,195,70,43,946,75,68,48,30,32,13,7,274,0,4,3,0,0,0,0,9,169,278,256,166,231,78,49,1232,32,94,122,93,140,60,30,572
SED52505,14,39,25,17,44,12,11,161,0,10,4,4,13,8,3,39,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,4,16,47,33,21,60,17,14,208,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,16,47,33,21,63,17,12,215,0,9,9,5,8,5,0,36,0,0,0,0,0,0,0,0,21,57,40,28,65,21,17,249,54,98,117,79,97,39,32,511,64,127,80,63,78,33,18,462,15,4,0,0,6,3,0,32,4,0,3,0,5,0,0,13,132,233,201,147,188,72,50,1018,0,4,3,4,5,3,0,17,8,18,5,3,6,0,3,46,9,24,12,13,10,4,3,65,141,251,216,157,193,77,49,1086,72,92,51,39,35,11,10,309,0,0,0,0,0,0,0,4,218,347,269,194,229,92,63,1402,74,134,144,91,142,52,41,672
SED52604,14,25,30,24,33,19,9,157,3,8,5,5,3,0,0,23,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,17,34,33,30,41,14,9,185,0,3,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,15,20,38,36,30,38,18,12,200,0,8,10,8,9,0,3,41,0,0,0,0,0,0,0,0,25,51,44,40,46,16,17,235,17,70,58,66,93,45,40,380,44,146,65,59,79,26,19,435,8,3,0,10,5,9,3,35,6,3,4,6,4,3,0,17,72,220,125,139,181,74,62,863,0,0,4,0,4,0,0,15,6,15,6,6,0,0,0,45,6,17,9,10,10,0,5,64,77,237,139,149,186,75,66,924,72,67,50,24,28,7,3,252,0,0,0,0,0,0,0,3,156,304,186,172,219,81,67,1185,31,95,82,91,123,62,55,536
SED52702,12,17,26,15,23,6,3,110,0,7,9,3,8,0,0,35,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,14,29,39,22,32,6,8,147,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,7,0,0,0,0,10,14,30,41,22,32,6,8,158,4,3,5,0,4,3,0,17,0,0,0,0,0,0,0,4,19,34,44,30,42,9,7,183,10,59,56,56,73,22,21,302,40,95,87,32,49,17,5,326,9,0,3,0,0,5,0,11,0,0,0,4,3,0,0,10,54,150,150,97,122,42,31,652,0,0,0,4,0,0,0,8,3,4,5,4,11,0,0,21,3,13,8,7,11,0,0,31,56,162,153,105,132,42,33,683,46,65,39,27,19,5,4,207,0,4,0,0,0,0,0,8,105,231,192,130,151,48,36,892,28,74,89,73,91,29,28,413
SED52803,13,42,41,24,27,0,0,150,4,0,0,4,0,0,0,11,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,4,19,39,41,32,31,0,0,170,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,12,23,46,41,32,33,0,0,175,11,7,11,11,3,0,0,44,0,0,3,3,0,0,0,6,36,57,56,46,31,7,0,226,47,107,87,57,73,9,0,378,55,99,54,36,33,3,0,289,0,8,10,3,0,0,0,24,9,9,7,3,0,0,0,27,111,221,151,104,113,9,0,708,5,3,6,0,4,0,0,20,0,9,7,5,0,0,0,26,4,18,15,9,7,0,0,47,120,238,161,117,114,13,0,760,168,122,56,34,19,0,0,391,16,15,10,4,0,0,0,46,301,367,225,154,130,14,0,1195,61,143,124,85,98,8,0,521
SED52903,13,27,26,27,20,0,0,116,0,10,11,8,3,0,0,35,0,7,3,5,0,0,0,11,0,0,0,5,0,0,0,5,14,46,44,38,24,0,0,173,0,0,3,0,0,0,0,5,0,4,0,0,0,0,0,8,0,3,4,0,0,0,0,12,15,48,52,44,23,0,0,181,35,43,21,11,10,0,0,118,0,5,0,3,0,0,0,17,52,100,73,57,36,0,0,319,51,126,99,63,67,6,3,410,59,125,57,32,29,4,0,308,10,4,4,9,6,0,0,34,5,3,11,3,0,0,0,20,116,264,171,107,97,9,3,766,4,13,8,3,4,0,0,36,10,19,10,6,8,0,0,42,15,27,14,10,6,0,0,77,132,294,186,116,109,9,3,846,376,359,217,130,81,3,0,1172,16,31,19,4,0,0,0,75,529,679,420,247,197,16,3,2093,64,152,122,88,87,6,3,521
SED53004,13,41,32,28,36,15,11,175,3,4,10,8,7,7,0,31,0,0,0,0,6,0,0,9,0,5,0,0,0,0,0,3,13,47,39,31,47,20,16,220,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,4,3,5,3,0,0,0,0,10,19,54,40,31,47,20,15,228,3,9,7,7,3,0,3,29,0,0,0,0,0,0,0,0,14,63,45,46,54,23,16,261,16,88,82,59,107,41,23,422,56,123,89,69,79,31,14,466,7,7,0,0,0,0,0,9,0,0,0,0,0,0,0,6,72,223,173,131,190,77,40,905,0,0,6,3,4,3,0,9,4,12,10,0,4,0,0,35,4,12,17,3,4,3,0,48,77,233,193,138,191,83,40,955,67,52,29,28,34,11,5,217,0,0,4,0,0,0,0,3,141,289,221,161,227,94,44,1178,23,131,114,83,147,58,39,600
SED53105,20,42,33,29,35,7,3,171,0,4,8,5,0,0,0,22,0,0,0,0,3,0,0,7,0,0,4,5,0,0,0,9,25,54,44,33,33,10,11,213,8,6,0,3,3,0,0,23,0,0,0,3,4,0,0,3,8,6,0,5,7,0,0,25,31,62,48,40,37,12,11,237,9,28,5,10,7,4,0,61,0,0,0,0,0,0,0,5,40,82,52,53,45,17,11,298,53,127,102,80,88,31,18,498,110,205,145,84,98,19,11,674,16,10,9,8,5,0,0,41,12,7,7,5,0,4,0,32,189,351,257,174,186,55,26,1243,13,21,3,13,7,5,0,62,27,36,17,7,16,0,0,100,32,57,23,18,19,5,0,161,219,407,279,199,209,57,33,1401,304,257,133,92,59,12,4,858,0,3,0,5,0,0,0,12,523,671,413,294,268,73,29,2276,76,171,134,110,118,35,21,666
SED53204,10,27,26,27,43,14,10,173,0,15,9,4,9,3,7,36,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,6,14,44,41,37,51,19,13,214,0,0,0,0,0,3,0,10,0,0,6,0,3,0,0,11,0,0,7,0,6,3,0,17,15,39,40,40,58,25,15,234,0,4,11,6,4,0,0,25,0,3,0,0,0,0,0,6,16,52,51,43,61,27,18,262,39,108,86,63,102,49,43,482,77,149,86,85,82,33,16,520,11,16,8,0,4,0,5,42,3,7,0,6,0,0,0,11,124,275,175,156,185,83,60,1055,5,4,8,3,7,0,3,27,8,18,16,14,11,4,0,72,16,22,20,18,19,7,4,104,138,298,195,171,206,88,62,1162,110,108,50,39,51,24,14,392,4,4,0,0,0,3,4,15,248,404,244,209,261,111,80,1558,49,132,113,95,144,66,49,656
SED53306,14,37,31,29,29,6,5,153,4,16,10,8,7,0,0,46,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,21,53,44,35,42,6,3,214,0,4,0,0,10,0,0,15,0,4,0,0,0,0,0,10,3,6,0,3,12,0,0,23,24,61,46,42,50,6,9,231,17,18,10,10,5,3,4,62,0,0,3,0,0,0,0,3,40,76,60,49,53,11,5,305,31,89,63,54,88,37,15,375,112,228,178,84,91,15,5,709,15,12,5,4,12,4,0,44,0,6,4,3,4,0,0,16,153,330,246,149,194,45,22,1150,11,21,18,13,12,5,3,77,26,36,23,18,15,0,0,115,39,56,36,31,21,5,3,192,196,386,287,177,218,55,24,1343,351,316,144,105,85,21,10,1040,12,4,7,4,5,0,0,22,553,713,436,294,310,69,34,2403,43,125,99,88,117,38,19,530
SED53402,12,22,14,15,26,5,6,104,0,10,5,7,8,0,0,32,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,16,30,20,20,32,12,7,135,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,13,16,33,21,20,35,10,7,151,6,4,10,4,0,4,0,29,0,0,0,0,0,0,0,0,22,42,28,25,36,15,7,178,31,82,54,65,81,37,23,378,41,81,67,55,43,20,15,316,6,5,0,0,0,0,0,18,0,0,0,0,0,5,0,7,82,172,126,116,131,64,38,730,4,14,12,12,5,5,4,53,6,18,7,9,0,0,6,47,7,34,18,15,7,7,9,99,89,210,144,136,137,71,44,827,115,84,41,31,30,12,11,334,5,7,0,0,0,0,0,7,209,301,188,171,166,82,54,1170,46,110,72,78,110,49,28,482
SED53502,14,18,18,26,46,9,5,138,9,12,4,7,15,3,0,46,3,0,3,0,0,0,0,5,0,0,3,0,0,0,0,4,24,29,32,33,58,19,9,195,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,6,3,4,0,3,0,0,0,20,31,39,34,35,58,19,10,216,6,23,11,19,13,0,0,73,0,0,3,0,0,0,0,5,36,59,44,57,72,18,5,291,41,109,91,70,114,41,28,494,99,159,115,78,114,24,6,602,16,3,0,3,3,6,0,38,4,3,4,4,5,4,0,24,155,280,213,159,230,74,39,1157,3,16,11,0,5,6,0,44,13,36,13,5,10,0,0,86,18,54,25,12,15,6,0,124,175,334,241,166,246,77,39,1283,233,195,97,58,52,11,7,659,0,3,7,0,3,0,0,11,413,530,342,223,306,91,49,1950,56,128,116,93,155,50,33,634
