POA_CODE_2021,A55_64_UOLSE_VWW_17,A55_64_UOLSE_VWW_18,A55_64_UOLSE_VWW_19,A55_64_UOLSE_VWW_20,A55_64_UOLSE_VWW_21,A55_64_UOLSE_VWW_YNS,A55_64_UOLSE_VWW_T,A55_64_UOLSE_NWNAA_B_05,A55_64_UOLSE_NWNAA_05_10,A55_64_UOLSE_NWNAA_11_15,A55_64_UOLSE_NWNAA_16,A55_64_UOLSE_NWNAA_17,A55_64_UOLSE_NWNAA_18,A55_64_UOLSE_NWNAA_19,A55_64_UOLSE_NWNAA_20,A55_64_UOLSE_NWNAA_21,A55_64_UOLSE_NWNAA_YNS,A55_64_UOLSE_NWNAA_T,A55_64_UOLSE_PinE_NS_B_05,A55_64_UOLSE_PinE_NS_05_10,A55_64_UOLSE_PinE_NS_11_15,A55_64_UOLSE_PinE_NS_16,A55_64_UOLSE_PinE_NS_17,A55_64_UOLSE_PinE_NS_18,A55_64_UOLSE_PinE_NS_19,A55_64_UOLSE_PinE_NS_20,A55_64_UOLSE_PinE_NS_21,A55_64_UOLSE_PinE_NS_YNS,A55_64_UOLSE_PinE_NS_T,A55_64_UOLSE_T_B_05,A55_64_UOLSE_T_05_10,A55_64_UOLSE_T_11_15,A55_64_UOLSE_T_16,A55_64_UOLSE_T_17,A55_64_UOLSE_T_18,A55_64_UOLSE_T_19,A55_64_UOLSE_T_20,A55_64_UOLSE_T_21,A55_64_UOLSE_T_YNS,A55_64_UOLSE_T_T,A55_64_L_PinE_NS_B_05,A55_64_L_PinE_NS_05_10,A55_64_L_PinE_NS_11_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_17,A55_64_L_PinE_NS_18,A55_64_L_PinE_NS_19,A55_64_L_PinE_NS_20,A55_64_L_PinE_NS_21,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B_05,A55_64_T_05_10,A55_64_T_11_15,A55_64_T_16,A55_64_T_17,A55_64_T_18,A55_64_T_19,A55_64_T_20,A55_64_T_21,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B_05,A65_74_SEO_05_10,A65_74_SEO_11_15,A65_74_SEO_16,A65_74_SEO_17,A65_74_SEO_18,A65_74_SEO_19,A65_74_SEO_20,A65_74_SEO_21,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_UOLSE_VWW_B_05,A65_74_UOLSE_VWW_05_10,A65_74_UOLSE_VWW_11_15,A65_74_UOLSE_VWW_16,A65_74_UOLSE_VWW_17,A65_74_UOLSE_VWW_18,A65_74_UOLSE_VWW_19,A65_74_UOLSE_VWW_20,A65_74_UOLSE_VWW_21,A65_74_UOLSE_VWW_YNS,A65_74_UOLSE_VWW_T,A65_74_UOLSE_NWNAA_B_05,A65_74_UOLSE_NWNAA_05_10,A65_74_UOLSE_NWNAA_11_15,A65_74_UOLSE_NWNAA_16,A65_74_UOLSE_NWNAA_17,A65_74_UOLSE_NWNAA_18,A65_74_UOLSE_NWNAA_19,A65_74_UOLSE_NWNAA_20,A65_74_UOLSE_NWNAA_21,A65_74_UOLSE_NWNAA_YNS,A65_74_UOLSE_NWNAA_T,A65_74_UOLSE_PinE_NS_B_05,A65_74_UOLSE_PinE_NS_05_10,A65_74_UOLSE_PinE_NS_11_15,A65_74_UOLSE_PinE_NS_16,A65_74_UOLSE_PinE_NS_17,A65_74_UOLSE_PinE_NS_18,A65_74_UOLSE_PinE_NS_19,A65_74_UOLSE_PinE_NS_20,A65_74_UOLSE_PinE_NS_21,A65_74_UOLSE_PinE_NS_YNS,A65_74_UOLSE_PinE_NS_T,A65_74_UOLSE_T_B_05,A65_74_UOLSE_T_05_10,A65_74_UOLSE_T_06,A65_74_UOLSE_T_16,A65_74_UOLSE_T_17,A65_74_UOLSE_T_18,A65_74_UOLSE_T_19,A65_74_UOLSE_T_20,A65_74_UOLSE_T_21,A65_74_UOLSE_T_YNS,A65_74_UOLSE_T_T,A65_74_L_PinE_NS_B_05,A65_74_L_PinE_NS_05_10,A65_74_L_PinE_NS_11_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_17,A65_74_L_PinE_NS_18,A65_74_L_PinE_NS_19,A65_74_L_PinE_NS_20,A65_74_L_PinE_NS_21,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B_05,A65_74_T_05_10,A65_74_T_11_15,A65_74_T_16,A65_74_T_17,A65_74_T_18,A65_74_T_19,A65_74_T_20,A65_74_T_21,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B_05,A75_84_SEO_05_10,A75_84_SEO_11_15,A75_84_SEO_16,A75_84_SEO_17,A75_84_SEO_18,A75_84_SEO_19,A75_84_SEO_20,A75_84_SEO_21,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_UOLSE_VWW_B_05,A75_84_UOLSE_VWW_05_10,A75_84_UOLSE_VWW_11_15,A75_84_UOLSE_VWW_16,A75_84_UOLSE_VWW_17,A75_84_UOLSE_VWW_18,A75_84_UOLSE_VWW_19,A75_84_UOLSE_VWW_20,A75_84_UOLSE_VWW_21,A75_84_UOLSE_VWW_YNS,A75_84_UOLSE_VWW_T,A75_84_UOLSE_NWNAA_B_05,A75_84_UOLSE_NWNAA_05_10,A75_84_UOLSE_NWNAA_11_15,A75_84_UOLSE_NWNAA_16,A75_84_UOLSE_NWNAA_17,A75_84_UOLSE_NWNAA_18,A75_84_UOLSE_NWNAA_19,A75_84_UOLSE_NWNAA_20,A75_84_UOLSE_NWNAA_21,A75_84_UOLSE_NWNAA_YNS,A75_84_UOLSE_NWNAA_T,A75_84_UOLSE_PinE_NS_B_05,A75_84_UOLSE_PinE_NS_05_10,A75_84_UOLSE_PinE_NS_11_15,A75_84_UOLSE_PinE_NS_16,A75_84_UOLSE_PinE_NS_17,A75_84_UOLSE_PinE_NS_18,A75_84_UOLSE_PinE_NS_19,A75_84_UOLSE_PinE_NS_20,A75_84_UOLSE_PinE_NS_21,A75_84_UOLSE_PinE_NS_YNS,A75_84_UOLSE_PinE_NS_T,A75_84_UOLSE_T_B_05,A75_84_UOLSE_T_05_10,A75_84_UOLSE_T_11_15,A75_84_UOLSE_T_16,A75_84_UOLSE_T_17,A75_84_UOLSE_T_18,A75_84_UOLSE_T_19,A75_84_UOLSE_T_20,A75_84_UOLSE_T_21,A75_84_UOLSE_T_YNS,A75_84_UOLSE_T_T,A75_84_L_PinE_NS_B_05,A75_84_L_PinE_NS_05_10,A75_84_L_PinE_NS_11_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_17,A75_84_L_PinE_NS_18
POA6023,0,0,0,0,0,0,143,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,121,21,8,3,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,680,102,23,3,0,0,4,0,0,13,827,584,18,5,0,0,0,0,0,3,0,620,167,0,0,0,0,0,0,0,0,0,170,15,3,5,0,0,7,6,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,182,3,3,0,0,7,6,3,0,0,199,3,0,0,0,0,0,0,0,0,0,3,767,22,12,3,0,10,6,6,3,0,822,330,20,3,0,0,0,0,0,0,7,369,77,0,0,0,0,0,0,0,0,0,75,13,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,84,3,0,0,0,0,0,0,0,3,93,0,0,0,0,0,0
POA6024,0,3,0,0,0,3,130,7,3,6,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,108,19,15,0,0,3,0,0,0,4,147,0,0,0,0,0,0,0,0,0,0,0,464,56,24,3,0,3,4,0,0,7,564,482,9,0,0,0,0,5,0,0,4,502,101,0,3,0,0,0,0,0,0,3,115,13,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,117,0,5,0,0,0,0,0,0,3,131,0,0,0,0,0,0,0,0,0,0,0,597,12,3,0,0,0,3,3,0,9,631,294,9,0,0,0,0,0,0,0,5,306,48,0,0,0,0,0,0,0,0,6,52,14,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,61,0,4,0,0,0,0,0,0,6,67,0,0,0,0,0,0
POA6025,0,0,0,0,4,0,370,22,4,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,335,35,11,5,0,0,5,0,4,3,396,0,0,0,0,0,0,0,0,0,0,0,1653,216,62,6,0,0,7,3,3,20,1986,1300,41,22,4,0,8,8,0,0,22,1412,262,9,0,0,0,0,0,0,0,4,280,22,3,8,3,0,4,9,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,289,11,9,4,0,3,9,0,0,4,330,0,0,0,0,0,0,0,0,0,0,0,1588,58,35,7,0,6,13,0,0,23,1743,637,25,9,0,0,0,5,0,0,16,688,133,0,0,0,0,0,0,0,0,0,136,25,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,148,5,0,0,0,0,0,0,0,0,160,6,0,0,0,0,0
POA6026,0,0,0,0,0,0,209,10,8,0,0,5,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,184,37,6,0,0,0,3,0,0,5,240,0,0,0,0,0,0,0,0,0,0,0,1166,191,43,0,3,0,6,3,0,10,1430,963,22,11,7,4,0,12,4,0,12,1027,173,3,0,0,0,0,0,0,0,6,190,32,7,3,0,0,0,4,4,0,0,51,0,0,0,0,0,0,0,0,0,0,0,202,11,4,0,0,0,4,6,0,6,238,0,0,0,0,0,0,0,0,0,0,0,1170,37,22,7,6,6,15,9,3,10,1268,431,17,6,3,3,0,3,0,0,15,478,67,9,0,0,0,0,0,0,0,4,78,13,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,75,7,5,0,0,0,5,0,0,4,89,0,0,0,0,0,0
POA6027,0,7,5,0,0,0,460,33,0,9,0,0,6,3,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,386,71,28,5,0,12,8,0,0,5,515,0,0,0,0,0,0,0,0,0,0,0,2706,370,89,20,8,11,9,8,0,37,3259,2015,76,23,0,7,8,13,0,5,33,2190,363,10,7,0,0,3,0,0,0,5,394,35,0,4,0,0,0,7,6,0,0,58,5,0,0,0,0,0,0,0,0,0,5,397,13,12,0,3,6,5,5,0,7,452,4,0,0,0,0,0,0,0,0,0,3,2420,83,40,4,8,12,19,9,5,40,2641,829,56,12,0,0,3,7,6,0,28,938,150,9,4,0,0,0,0,0,0,10,173,32,8,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,178,12,8,3,3,0,4,0,0,10,213,0,0,0,0,0,0
POA6028,0,3,6,0,0,0,412,23,0,4,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,337,68,30,0,0,3,11,0,0,0,446,0,0,0,0,0,0,0,0,0,0,5,1889,449,123,5,10,5,17,4,0,12,2522,850,72,38,5,0,5,9,8,3,0,987,167,21,15,0,0,0,4,0,6,0,215,25,3,3,0,0,0,3,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,198,16,18,0,3,9,11,3,6,10,265,0,0,0,0,0,0,0,0,0,0,0,1053,91,53,11,3,9,17,5,3,7,1253,298,31,19,0,7,4,12,0,0,0,371,43,14,5,0,0,0,3,0,0,0,71,20,4,4,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,0,4,66,16,8,0,0,0,0,0,0,0,97,0,0,0,0,0,0
POA6029,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,109,101,0,0,0,0,0,0,0,0,3,101,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,3,114,42,0,0,0,0,0,0,0,0,0,40,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
POA6030,3,0,4,0,0,7,525,39,18,8,3,0,0,9,4,0,0,89,0,0,0,0,0,0,0,0,0,0,0,375,147,47,3,8,0,11,0,0,5,610,0,0,0,0,0,0,0,0,0,0,3,2048,673,189,15,11,3,17,8,4,37,3013,1095,101,62,10,5,11,10,8,3,24,1334,213,21,9,0,3,0,5,3,0,3,270,26,5,15,0,0,0,9,3,6,0,71,0,0,0,0,0,0,0,0,0,0,0,242,26,24,3,8,0,13,6,3,8,332,0,0,0,0,0,0,0,0,0,0,0,1342,128,86,13,12,12,27,11,5,30,1671,741,92,40,0,3,6,13,11,0,37,937,79,9,8,0,0,0,3,0,0,4,102,26,3,6,0,0,0,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,106,12,11,0,0,0,5,0,0,7,147,0,0,0,0,0,0
POA6031,0,0,0,0,0,3,172,18,16,6,0,0,0,3,6,0,0,45,0,0,0,0,0,0,0,0,0,0,0,110,65,24,0,0,0,4,6,0,0,222,0,0,0,0,0,0,0,0,0,0,0,673,272,90,5,4,0,4,5,0,12,1081,342,49,25,3,3,0,5,0,0,6,431,60,16,5,0,0,0,4,4,0,4,91,12,0,0,0,0,0,5,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,73,18,4,0,0,0,10,5,0,3,118,0,0,0,0,0,0,0,0,0,0,0,411,65,29,5,4,0,14,5,0,12,550,124,23,10,0,0,3,0,0,0,0,161,18,3,5,0,0,0,0,0,0,0,27,3,3,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,23,5,8,0,0,0,0,0,0,0,42,0,0,0,0,0,0
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6033,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,29,11,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
POA6034,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,67,30,19,0,4,3,4,0,0,3,128,56,10,6,0,0,7,0,3,0,0,85,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,58,15,5,0,0,8,0,3,0,0,93,26,0,3,0,0,5,0,0,0,0,35,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
POA6035,0,0,0,0,0,0,68,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,44,24,6,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,423,123,36,6,3,6,6,4,0,3,616,330,34,22,9,6,5,7,4,0,4,421,32,11,0,0,0,0,0,4,0,0,52,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,37,11,3,0,0,0,0,3,0,0,58,3,0,0,0,0,0,0,0,0,0,5,371,40,24,8,6,4,6,4,0,11,480,198,20,13,3,0,0,0,0,0,8,240,22,0,0,0,0,0,0,0,0,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,5,38,6,0,0,0,0,0
POA6036,3,4,4,0,0,4,157,4,0,3,0,0,0,5,7,0,0,26,0,0,0,0,0,0,0,0,0,0,0,79,51,20,4,7,3,8,3,0,4,181,0,0,0,0,0,0,0,0,0,0,0,636,286,103,7,4,6,15,8,4,6,1076,381,47,41,9,10,6,9,4,0,7,505,74,4,11,0,0,6,3,0,0,0,98,13,4,11,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,90,4,19,0,0,9,5,3,0,0,130,0,0,0,0,0,0,0,0,0,0,0,468,50,62,8,10,13,15,6,0,3,639,177,25,15,3,4,0,0,0,0,0,235,17,0,3,0,0,0,0,0,0,0,30,6,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,27,0,7,5,4,0,0,0,0,0,38,0,0,0,0,0,0
POA6037,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,167,41,12,0,0,0,0,0,0,0,232,127,6,4,0,0,0,6,0,0,0,146,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,139,6,5,0,0,0,6,0,0,3,164,70,6,3,0,0,0,0,0,0,0,79,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
POA6038,0,0,0,0,0,0,67,4,0,7,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,25,34,18,0,0,0,4,3,0,0,88,0,0,0,0,0,0,0,0,0,0,0,254,140,59,8,0,8,9,4,0,8,478,161,13,20,7,0,8,0,0,0,0,211,27,5,4,0,0,0,0,5,0,0,37,5,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,27,5,4,0,0,0,4,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,189,22,23,7,0,10,4,6,0,4,260,56,3,6,0,0,4,0,0,0,5,77,13,0,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17,3,4,3,0,0,0,0,0,0,23,0,0,0,0,0,0
POA6041,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,65,7,3,0,0,0,0,0,0,7,84,93,0,0,0,0,0,0,0,0,0,95,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,3,110,39,0,0,0,0,0,0,0,0,8,49,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6044,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,45,7,0,0,0,0,0,0,0,0,51,45,3,4,0,0,0,0,0,0,7,52,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,54,3,4,0,0,0,0,0,0,9,60,31,0,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
POA6050,0,0,0,0,0,6,122,14,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,127,6,3,0,0,8,0,0,0,8,151,0,0,0,0,0,0,0,0,0,0,0,624,30,16,3,0,3,0,0,0,14,692,426,4,0,0,0,0,0,0,0,4,435,131,0,6,0,0,0,0,0,0,3,138,17,4,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,149,4,6,0,0,0,0,0,0,3,167,0,0,0,0,0,0,0,0,0,0,0,576,5,4,0,0,0,0,0,0,9,602,256,0,3,0,0,0,0,0,0,11,275,109,0,0,0,0,0,0,0,0,15,120,31,4,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,140,4,0,0,0,0,0,0,0,16,164,0,0,0,0,0,0
POA6051,0,0,0,0,0,8,140,28,3,5,0,4,3,0,5,0,3,54,0,0,0,0,0,0,0,0,0,0,0,135,21,10,4,6,5,0,5,0,9,189,0,0,0,0,0,0,0,0,0,0,0,477,48,14,3,6,8,0,5,3,17,573,321,5,9,0,0,0,0,0,0,4,340,105,11,3,0,0,4,0,0,0,3,124,48,0,0,0,0,0,8,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,145,8,3,3,0,0,8,0,0,9,181,0,0,0,0,0,0,0,0,0,0,0,462,17,10,3,0,3,8,3,0,10,529,140,0,0,0,0,0,0,0,0,0,146,62,0,0,0,0,0,0,0,0,0,62,16,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0
POA6052,0,0,0,0,0,4,141,24,6,3,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,134,22,12,0,0,0,0,0,0,4,175,0,0,0,0,0,0,0,0,0,0,0,478,34,21,0,6,4,0,0,0,8,553,282,5,0,0,0,0,0,0,0,3,287,126,3,0,0,0,0,0,0,0,0,130,34,7,12,5,0,0,0,0,0,0,51,4,0,0,0,0,0,0,0,0,0,0,157,11,13,5,0,0,0,0,0,5,186,3,0,0,0,0,0,0,0,0,0,3,438,14,13,5,0,0,3,0,0,13,481,113,0,0,0,0,0,0,0,0,6,127,74,0,3,0,0,0,0,0,0,0,78,35,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,102,3,4,0,0,0,0,0,0,0,113,8,0,0,0,0,0
POA6053,3,0,0,0,0,0,165,35,5,0,0,0,0,6,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,169,24,9,0,6,0,4,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,664,52,15,0,6,0,11,0,0,9,762,383,5,5,0,0,0,4,0,0,13,406,114,3,0,0,0,0,4,0,0,4,129,31,3,3,4,5,0,0,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,147,8,8,4,5,0,4,4,0,4,182,0,0,0,0,0,0,0,0,0,0,0,527,13,6,3,5,0,7,4,0,17,584,208,6,0,0,3,0,0,0,0,11,226,76,0,0,0,0,0,0,0,0,8,89,28,3,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,105,3,0,0,0,0,0,0,0,8,120,3,0,0,0,0,0
POA6054,4,5,0,0,0,10,235,64,12,7,0,0,3,4,0,0,5,96,0,0,0,0,0,0,0,0,0,0,0,250,42,14,0,4,7,4,0,0,8,330,0,0,0,0,0,0,0,0,0,0,0,923,81,26,5,4,7,5,5,0,18,1080,577,12,0,0,3,0,0,0,0,13,610,192,3,0,0,0,0,0,0,0,3,202,52,8,3,0,0,6,6,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,243,10,6,0,0,6,10,0,0,5,278,0,0,0,0,0,0,0,0,0,0,0,819,21,4,3,5,6,10,3,0,16,888,345,3,8,0,0,0,0,0,0,0,364,121,0,0,0,0,0,0,0,0,0,129,28,4,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,4,161,0,0,0,0,0,0
POA6055,7,0,8,6,6,12,353,31,16,18,11,3,0,17,14,0,8,119,0,0,0,0,0,0,0,0,0,0,4,207,114,72,15,13,4,27,16,3,11,484,5,0,0,0,0,0,0,0,0,8,9,836,198,101,15,17,6,33,18,4,31,1271,480,14,16,0,0,3,3,3,0,3,529,109,8,13,0,0,0,9,12,0,0,156,34,7,18,6,3,4,25,8,0,8,107,0,0,0,0,0,0,0,0,0,0,0,139,9,27,8,4,3,37,19,4,6,261,0,0,0,0,0,0,0,0,0,0,0,627,28,48,10,11,6,35,22,4,16,793,262,3,5,0,0,0,4,0,0,5,284,32,0,5,0,0,0,4,0,0,0,42,15,4,3,0,0,0,4,6,0,0,36,0,0,0,0,0,0,0,0,0,0,0,46,3,6,0,0,0,6,6,0,3,71,0,0,0,0,0,0
